STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Myofibroblasts	http://purl.obolibrary.org/obo/CL_0000186
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	pericyte	http://purl.obolibrary.org/obo/CL_0000669
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Pericyte 1	http://purl.obolibrary.org/obo/CL_0000669
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Pericyte 2	http://purl.obolibrary.org/obo/CL_0000669
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	pericyte type 1	http://purl.obolibrary.org/obo/CL_0000669
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	pericyte type 2	http://purl.obolibrary.org/obo/CL_0000669
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Pericytes	http://purl.obolibrary.org/obo/CL_0000669
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	plasma cell	http://purl.obolibrary.org/obo/CL_0000786
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Plasma Cells	http://purl.obolibrary.org/obo/CL_0000786
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Smooth Muscle	http://purl.obolibrary.org/obo/CL_1000280
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	smooth muscle cell	http://purl.obolibrary.org/obo/CL_1000280
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Stromal 1	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Stromal 2a	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Stromal 2b	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Stromal 3	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	Stromal 4	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	stromal cel type 2b	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	stromal cell	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	stromal cell type 2a	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	stromal cell type 3	http://purl.obolibrary.org/obo/CL_0000499
HumanColonicMesenchymeIBD-HCACellTypeHarmonization	single_cell	cell_type	stromal cell type 4	http://purl.obolibrary.org/obo/CL_0000499
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	activated CD4+ T cell	http://purl.obolibrary.org/obo/CL_0001043
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	activated CD8+ T cell	http://purl.obolibrary.org/obo/CL_0001049
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	resting CD4+ T cell	http://purl.obolibrary.org/obo/CL_0000624
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	resting CD8+ T cell	http://purl.obolibrary.org/obo/CL_0000625
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	T cell act CD4	http://purl.obolibrary.org/obo/CL_0001043
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	T cell act CD8	http://purl.obolibrary.org/obo/CL_0001049
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	T cell act unassigned	http://purl.obolibrary.org/obo/CL_0000084
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	T cell rest CD4	http://purl.obolibrary.org/obo/CL_0000624
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	T cell rest CD8	http://purl.obolibrary.org/obo/CL_0000625
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	T cell rest unassigned	http://purl.obolibrary.org/obo/CL_0000084
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	unassigned activated T call	http://purl.obolibrary.org/obo/CL_0000084
HumanTissueTcellActivation-HCACellTypeHarmonization	single_cell	cell_type	unassigned resting T cell	http://purl.obolibrary.org/obo/CL_0000084
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	cortical interneuron	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	intermediate MGE progenitors	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	intermediate MGE progenitors	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	intermediate progenitor	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	ip.100.DLL1	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	ip.125.DLL1	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	ipMGE.24.DLL1	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	ipMGE.24.DLL1	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	IpMGE.54.OLIG1	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	IpMGE.54.OLIG1	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	ipMGE.54.ST18	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	ipMGE.54.ST18	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	LGE neuron	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	LGE neuron	http://purl.obolibrary.org/obo/UBERON_0004025
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	MGE neuron	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	MGE neuron	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	MGE progenitor	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	MGE progenitor	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.100.CORT	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.100.DLX5	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.100.SST	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.100.SST.CRABP1	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.125.CORT	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.125.SST	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.54.CORT	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.54.CORT.NEFL	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.54.GRIA2	http://purl.obolibrary.org/obo/CL_0008031
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nCTX.54.SST	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	nCTX.54.SST	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nLGE.24.CFC1	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	nLGE.24.CFC2	http://purl.obolibrary.org/obo/UBERON_0004025
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nLGE.24.SP8	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	nLGE.24.SP9	http://purl.obolibrary.org/obo/UBERON_0004025
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nMGE.100.CFC1	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	nMGE.100.CFC2	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nMGE.125.NEFL	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	nMGE.125.NEFL	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nMGE.24.LHX8	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nMGE.24.LHX8.GRIA2	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	nMGE.24.LHX8.GRIA3	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	nMGE.24.LHX9	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nMGE.54.CFC1	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	nMGE.54.CFC2	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	nMGE.54.GAD1	http://purl.obolibrary.org/obo/CL_0000540
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	nMGE.54.GAD2	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	oligodendrocyte precursor	http://purl.obolibrary.org/obo/CL_0002453
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	oMGE.100.PDGFRA	http://purl.obolibrary.org/obo/CL_0002453
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	oMGE.125.PDGFRA	http://purl.obolibrary.org/obo/CL_0002453
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	p.100.ATF3	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	p.100.CTGF	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	p.125.ATF3	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pMGE.100.AQP4	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pMGE.100.AQP4	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pMGE.100.FRZB	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pMGE.100.FRZB	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pMGE.125.AQP4	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pMGE.125.AQP4	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pMGE.125.CYP1B1	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pMGE.125.CYP1B1	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pMGE.125.FRZB	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pMGE.125.FRZB	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pMGE.24.NKX2-1	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pMGE.24.NKX2-1	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pMGE.54.CRABP2	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pMGE.54.CRABP2	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pMGE.54.SPARCL1	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pMGE.54.SPARCL1	http://purl.obolibrary.org/obo/UBERON_0004024
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	progenitor	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pTEL.100.CRH	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pTEL.100.CRH	http://purl.obolibrary.org/obo/UBERON_0014371
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pTEL.100.OLIG1	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pTEL.100.OLIG1	http://purl.obolibrary.org/obo/UBERON_0014371
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pTEL.24.ANXA1	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pTEL.24.ANXA1	http://purl.obolibrary.org/obo/UBERON_0014371
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pTEL.24.PAX6	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pTEL.24.PAX6	http://purl.obolibrary.org/obo/UBERON_0014371
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	pTEL.54.PAX6	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	pTEL.54.PAX6	http://purl.obolibrary.org/obo/UBERON_0014371
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	cell_type	telencephalic progenitors	http://purl.obolibrary.org/obo/CL_0011020
InVitroInterneuronDifferentiation-HCACellTypeHarmonization	single_cell	organ_part	telencephalic progenitors	http://purl.obolibrary.org/obo/UBERON_0014371
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	B cell	http://purl.obolibrary.org/obo/CL_0000236
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	CD4 T cell	http://purl.obolibrary.org/obo/CL_0000624
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	CD4+ T cell	http://purl.obolibrary.org/obo/CL_0000624
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	CD8 T cell	http://purl.obolibrary.org/obo/CL_0000625
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	CD8+ T cell	http://purl.obolibrary.org/obo/CL_0000625
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	epithelial cell of proximal tubule	http://purl.obolibrary.org/obo/CL_0002306
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	Fibroblast	http://purl.obolibrary.org/obo/CL_0000057
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	glomerular visceral epithelial cell	http://purl.obolibrary.org/obo/CL_0000653
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	natural killer cell	http://purl.obolibrary.org/obo/CL_0000623
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	Neutrophil	http://purl.obolibrary.org/obo/CL_0000775
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	NK cell	http://purl.obolibrary.org/obo/CL_0000623
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	Podocyte	http://purl.obolibrary.org/obo/CL_0000653
KidneySingleCellAtlas-HCACellTypeHarmonization	single_cell	cell_type	Proximal tubule	http://purl.obolibrary.org/obo/CL_0002306
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Ascending vasa recta endothelium	http://purl.obolibrary.org/obo/CL_1001131
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	ascending vasa recta endothelium 	http://purl.obolibrary.org/obo/CL_1001131
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Connecting tubule	http://purl.obolibrary.org/obo/CL_1000768
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Descending vasa recta endothelium	http://purl.obolibrary.org/obo/CL_1001285
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Distinct proximal tubule 1	http://purl.obolibrary.org/obo/CL_0002306
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Distinct proximal tubule 2	http://purl.obolibrary.org/obo/CL_0002306
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	endothelial cell of peritubular capillary type 1	http://purl.obolibrary.org/obo/CL_1001033
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	endothelial cell of peritubular capillary type 2	http://purl.obolibrary.org/obo/CL_1001033
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	epithelial cell of proximal tubule type 1	http://purl.obolibrary.org/obo/CL_0002306
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	epithelial cell of proximal tubule type 2	http://purl.obolibrary.org/obo/CL_0002306
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	epithelial progenitor	http://purl.obolibrary.org/obo/CL_0000034
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Epithelial progenitor cell	http://purl.obolibrary.org/obo/CL_0000034
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	glomerular endothelial cell	http://purl.obolibrary.org/obo/CL_0002188
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Glomerular endothelium	http://purl.obolibrary.org/obo/CL_0002188
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Indistinct intercalated cell	http://purl.obolibrary.org/obo/CL_0005010
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	intercalated cell	http://purl.obolibrary.org/obo/CL_0005010
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	intercalated cell type A	http://purl.obolibrary.org/obo/CL_0005011
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	intercalated cell type B	http://purl.obolibrary.org/obo/CL_0002201
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	kidney connecting tubule epithelial cell	http://purl.obolibrary.org/obo/CL_1000768
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	kidney loop of Henle thick ascending limb epithelial cell	http://purl.obolibrary.org/obo/CL_1001106
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Mast cell	http://purl.obolibrary.org/obo/CL_0000097
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	MNP-a/classical monocyte derived	http://purl.obolibrary.org/obo/CL_0000113
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	MNP-a/classical monocyte derived	http://purl.obolibrary.org/obo/CL_0000860
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	MNP-b/non-classical monocyte derived	http://purl.obolibrary.org/obo/CL_0000113
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	MNP-b/non-classical monocyte derived	http://purl.obolibrary.org/obo/CL_0000875
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	MNP-c/dendritic cell	http://purl.obolibrary.org/obo/CL_0000990
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	MNP-d/Tissue macrophage	http://purl.obolibrary.org/obo/CL_0000113
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	MNP-d/Tissue macrophage	http://purl.obolibrary.org/obo/CL_0000864
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	mononuclear phagocyte type A/classical monocyte derived	http://purl.obolibrary.org/obo/CL_0000113
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	mononuclear phagocyte type A/classical monocyte derived	http://purl.obolibrary.org/obo/CL_0000860
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	mononuclear phagocyte type B/non-classical monocyte derived	http://purl.obolibrary.org/obo/CL_0000113
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	mononuclear phagocyte type B/non-classical monocyte derived	http://purl.obolibrary.org/obo/CL_0000875
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	mononuclear phagocyte type C/dendritic cell	http://purl.obolibrary.org/obo/CL_0000990
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	mononuclear phagocyte type D/tissue macrophage	http://purl.obolibrary.org/obo/CL_0000113
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	mononuclear phagocyte type D/tissue macrophage	http://purl.obolibrary.org/obo/CL_0000864
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Myofibroblast	http://purl.obolibrary.org/obo/CL_1000691
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	natural killer T cell	http://purl.obolibrary.org/obo/CL_0000814
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	NKT cell	http://purl.obolibrary.org/obo/CL_0000814
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	pelvic epithelial cell	http://purl.obolibrary.org/obo/CL_0000066
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	organ_part	pelvic epithelial cell	http://purl.obolibrary.org/obo/UBERON_0001224
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Pelvic epithelium	http://purl.obolibrary.org/obo/CL_0000066
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	organ_part	Pelvic epithelium	http://purl.obolibrary.org/obo/UBERON_0001224
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Peritubular capillary endothelium 1	http://purl.obolibrary.org/obo/CL_1001033
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Peritubular capillary endothelium 2	http://purl.obolibrary.org/obo/CL_1001033
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Plasmacytoid dendritic cell	http://purl.obolibrary.org/obo/CL_0000784
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Principal cell	http://purl.obolibrary.org/obo/CL_0005009
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Proliferating Proximal Tubule	http://purl.obolibrary.org/obo/CL_0002306
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	prolifirating epithelial cell of proximal tubule	http://purl.obolibrary.org/obo/CL_0002306
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Thick ascending limb of Loop of Henle	http://purl.obolibrary.org/obo/CL_1001106
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	transitional urothelial cell	http://purl.obolibrary.org/obo/CL_0000731
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Transitional urothelium	http://purl.obolibrary.org/obo/CL_0000731
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Type A intercalated cell	http://purl.obolibrary.org/obo/CL_0005011
KidneySingleCellAtlasAdult-HCACellTypeHarmonization	single_cell	cell_type	Type B intercalated cell	http://purl.obolibrary.org/obo/CL_0002201
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	organ_part	Cap mesenchyme	http://purl.obolibrary.org/obo/UBERON_0005107
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	organ_part	cap mesenchyme cell	http://purl.obolibrary.org/obo/UBERON_0005107
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	cell_type	cDC1	http://purl.obolibrary.org/obo/CL_0000990
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	organ_part	CNT/PC - proximal UB	http://purl.obolibrary.org/obo/UBERON_0005310
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	cell_type	CNT/PC - proximal UB	http://purl.obolibrary.org/obo/CL_0005009
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	organ_part	CNT/PC - proximal UB	http://purl.obolibrary.org/obo/UBERON_0000084
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	organ_part	connecting nephron tubules/principal cells - proximal ureteric bud	http://purl.obolibrary.org/obo/UBERON_0005310
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	cell_type	connecting nephron tubules/principal cells - proximal ureteric bud	http://purl.obolibrary.org/obo/CL_0005009
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	organ_part	connecting nephron tubules/principal cells - proximal ureteric bud	http://purl.obolibrary.org/obo/UBERON_0000084
KidneySingleCellAtlasFetal-HCACellTypeHarmonization	single_cell	cell_type	conventional dendritic cell type 1	http://purl.obolibrary.org/obo/CL_0000990
